Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales Method,Category,Is_Outlier,Year,Month
Kohl's,1197834,2020-01-14,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,76.64,67,5134.88,1995.29,0.3886,Online,Footwear,False,2020,2020-01
Walmart,1197831,2020-01-14,South,Tennessee,Nashville,Men's Apparel,27.49,340,9346.6,3949.96,0.4226,Online,Apparel,False,2020,2020-01
Sports Direct,1128299,2020-01-14,Southeast,Virginia,Virginia Beach,Men's Street Footwear,79.57,175,13924.75,6470.54,0.4647,In-store,Footwear,False,2020,2020-01
Foot Locker,1185732,2020-01-14,South,Tennessee,Memphis,Men's Apparel,46.41,397,18424.77,5572.91,0.3025,Outlet,Apparel,False,2020,2020-01
Kohl's,1197834,2020-01-14,West,California,San Diego,Men's Apparel,62.6,297,18592.2,8437.47,0.4538,In-store,Apparel,False,2020,2020-01
Amazon,1128302,2020-01-15,Northeast,Massachusetts,Worcester,Men's Athletic Footwear,61.75,630,38902.5,10564.75,0.2716,Online,Footwear,False,2020,2020-01
West Gear,1189833,2020-01-15,South,Tennessee,Memphis,Women's Street Footwear,84.21,572,48168.12,15587.57,0.3236,Online,Footwear,False,2020,2020-01
Foot Locker,1185732,2020-01-15,Southeast,Georgia,Savannah,Women's Street Footwear,76.47,282,21564.54,8598.31,0.3987,In-store,Footwear,False,2020,2020-01
Amazon,1128302,2020-01-15,Midwest,Illinois,Chicago,Men's Apparel,53.18,733,38980.94,10295.39,0.2641,Online,Apparel,False,2020,2020-01
West Gear,1189833,2020-01-15,Midwest,Ohio,Columbus,Men's Street Footwear,60.48,589,35622.72,9605.75,0.2697,Outlet,Footwear,False,2020,2020-01
Kohl's,1197834,2020-01-15,South,Texas,Austin,Women's Apparel,45.13,202,9116.26,2403.1,0.2636,Online,Apparel,False,2020,2020-01
Walmart,1197831,2020-01-15,South,Tennessee,Memphis,Women's Apparel,42.98,99,4255.02,1095.57,0.2575,Outlet,Apparel,False,2020,2020-01
Walmart,1197831,2020-01-15,South,Tennessee,Memphis,Women's Apparel,24.6,237,5830.2,2337.63,0.401,Online,Apparel,False,2020,2020-01
West Gear,1189833,2020-01-15,Northeast,New Jersey,Newark,Women's Street Footwear,52.63,518,27262.34,10599.84,0.3888,In-store,Footwear,False,2020,2020-01
Amazon,1128302,2020-01-15,Southeast,North Carolina,Charlotte,Women's Apparel,28.58,239,6830.62,1364.61,0.1998,Outlet,Apparel,False,2020,2020-01
Sports Direct,1128299,2020-01-15,South,Louisiana,New Orleans,Men's Athletic Footwear,106.65,749,79880.85,25793.76,0.3229,Online,Footwear,False,2020,2020-01
Kohl's,1197834,2020-01-15,Northeast,New York,New York,Women's Athletic Footwear,74.67,592,44204.64,18971.16,0.4292,In-store,Footwear,False,2020,2020-01
Sports Direct,1128299,2020-01-15,South,Oklahoma,Tulsa,Men's Apparel,27.35,191,5223.85,2503.53,0.4792,In-store,Apparel,False,2020,2020-01
West Gear,1189833,2020-01-16,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,81.91,587,48081.17,18468.79,0.3841,In-store,Footwear,False,2020,2020-01
Foot Locker,1185732,2020-01-16,Midwest,Ohio,Columbus,Men's Apparel,39.65,475,18833.75,5874.11,0.3119,Online,Apparel,False,2020,2020-01
Walmart,1197831,2020-01-16,South,Tennessee,Nashville,Men's Apparel,27.03,428,11568.84,2378.33,0.2056,Outlet,Apparel,False,2020,2020-01
Amazon,1128302,2020-01-16,South,Oklahoma,Tulsa,Women's Street Footwear,46.19,392,18106.48,5552.7,0.3067,Online,Footwear,False,2020,2020-01
Sports Direct,1128299,2020-01-16,Midwest,Ohio,Cleveland,Men's Street Footwear,107.68,834,89805.12,45262.35,0.504,In-store,Footwear,True,2020,2020-01
Foot Locker,1185732,2020-01-16,Midwest,Illinois,Springfield,Men's Apparel,44.19,216,9545.04,3014.89,0.3159,Online,Apparel,False,2020,2020-01
Sports Direct,1128299,2020-01-16,South,Texas,Austin,Men's Apparel,48.61,272,13221.92,4336.34,0.328,Outlet,Apparel,False,2020,2020-01
Foot Locker,1185732,2020-01-16,Northeast,New Jersey,Jersey City,Men's Athletic Footwear,97.88,164,16052.32,7825.75,0.4875,In-store,Footwear,False,2020,2020-01
Walmart,1197831,2020-01-16,South,Tennessee,Memphis,Men's Apparel,39.06,44,1718.64,773.05,0.4498,In-store,Apparel,False,2020,2020-01
Amazon,1128302,2020-01-16,South,Tennessee,Memphis,Women's Athletic Footwear,57.63,844,48639.72,21979.6,0.4519,In-store,Footwear,False,2020,2020-01
Amazon,1128302,2020-01-16,Midwest,Ohio,Cleveland,Men's Athletic Footwear,68.38,468,32001.84,6505.13,0.2033,Outlet,Footwear,False,2020,2020-01
Kohl's,1197834,2020-01-16,Southeast,Virginia,Virginia Beach,Women's Apparel,54.41,117,6365.97,2089.61,0.3282,Online,Apparel,False,2020,2020-01
Sports Direct,1128299,2020-01-16,West,Colorado,Colorado Springs,Women's Apparel,26.18,730,19111.4,5549.21,0.2904,Outlet,Apparel,False,2020,2020-01
Amazon,1128302,2020-01-16,Southeast,Florida,Tampa,Men's Athletic Footwear,95.66,516,49360.56,21670.51,0.439,In-store,Footwear,False,2020,2020-01
Sports Direct,1128299,2020-01-17,West,Washington,Seattle,Men's Street Footwear,49.16,747,36722.52,9785.87,0.2665,Online,Footwear,False,2020,2020-01
Walmart,1197831,2020-01-17,Northeast,Massachusetts,Boston,Men's Athletic Footwear,103.63,521,53991.23,16534.92,0.3063,Online,Footwear,False,2020,2020-01
Kohl's,1197834,2020-01-17,West,Colorado,Denver,Women's Apparel,37.45,380,14231.0,3716.66,0.2612,Online,Apparel,False,2020,2020-01
Walmart,1197831,2020-01-17,Southeast,North Carolina,Charlotte,Men's Apparel,54.7,63,3446.1,1634.22,0.4742,In-store,Apparel,False,2020,2020-01
Kohl's,1197834,2020-01-17,Midwest,Ohio,Columbus,Men's Athletic Footwear,60.17,422,25391.74,11269.89,0.4438,In-store,Footwear,False,2020,2020-01
Kohl's,1197834,2020-01-17,West,California,San Diego,Women's Street Footwear,40.88,97,3965.36,747.86,0.1886,Outlet,Footwear,False,2020,2020-01
Sports Direct,1128299,2020-01-17,West,Colorado,Denver,Men's Athletic Footwear,113.07,105,11872.35,2893.05,0.2437,Online,Footwear,False,2020,2020-01
Amazon,1128302,2020-01-17,Midwest,Ohio,Columbus,Men's Athletic Footwear,80.29,403,32356.87,10243.85,0.3166,Online,Footwear,False,2020,2020-01
Walmart,1197831,2020-01-17,South,Louisiana,New Orleans,Men's Athletic Footwear,69.69,480,33451.2,11819.84,0.3533,Online,Footwear,False,2020,2020-01
Amazon,1128302,2020-01-18,South,Oklahoma,Tulsa,Men's Apparel,31.48,155,4879.4,1033.07,0.2117,Online,Apparel,False,2020,2020-01
Kohl's,1197834,2020-01-18,Southeast,Virginia,Richmond,Men's Street Footwear,80.26,209,16774.34,5262.9,0.3137,Online,Footwear,False,2020,2020-01
West Gear,1189833,2020-01-18,Northeast,New York,Buffalo,Women's Apparel,55.89,649,36272.61,16449.84,0.4535,Online,Apparel,False,2020,2020-01
West Gear,1189833,2020-01-18,Northeast,New York,New York,Men's Apparel,27.62,414,11434.68,4490.3,0.3927,Online,Apparel,False,2020,2020-01
Amazon,1128302,2020-01-18,West,Washington,Spokane,Women's Apparel,50.99,140,7138.6,2543.29,0.3563,In-store,Apparel,False,2020,2020-01
Walmart,1197831,2020-01-18,Northeast,New Jersey,Newark,Women's Street Footwear,66.89,114,7625.46,3733.43,0.4896,In-store,Footwear,False,2020,2020-01
Walmart,1197831,2020-01-18,South,Tennessee,Nashville,Women's Apparel,26.23,784,20564.32,5994.01,0.2915,Online,Apparel,False,2020,2020-01
Walmart,1197831,2020-01-18,South,Louisiana,New Orleans,Men's Athletic Footwear,98.58,499,49191.42,12462.36,0.2533,Outlet,Footwear,False,2020,2020-01
Sports Direct,1128299,2020-01-18,South,Texas,Houston,Men's Athletic Footwear,76.43,52,3974.36,806.75,0.203,Outlet,Footwear,False,2020,2020-01
Sports Direct,1128299,2020-01-18,West,Colorado,Colorado Springs,Men's Apparel,31.02,158,4901.16,2536.47,0.5175,In-store,Apparel,False,2020,2020-01
Foot Locker,1185732,2020-01-18,Northeast,Massachusetts,Worcester,Men's Athletic Footwear,61.2,241,14749.2,5089.25,0.3451,In-store,Footwear,False,2020,2020-01
Foot Locker,1185732,2020-01-18,Southeast,Georgia,Atlanta,Women's Athletic Footwear,83.52,88,7349.76,3506.22,0.4771,In-store,Footwear,False,2020,2020-01
Walmart,1197831,2020-01-18,Southeast,Georgia,Savannah,Men's Athletic Footwear,54.38,745,40513.1,3113.8,0.0769,Outlet,Footwear,False,2020,2020-01
Sports Direct,1128299,2020-01-18,Midwest,Illinois,Chicago,Men's Apparel,45.88,34,1559.92,314.54,0.2016,Outlet,Apparel,False,2020,2020-01
Kohl's,1197834,2020-01-18,Midwest,Michigan,Grand Rapids,Women's Street Footwear,75.85,400,30340.0,14180.85,0.4674,In-store,Footwear,False,2020,2020-01
Sports Direct,1128299,2020-01-18,West,Nevada,Reno,Women's Street Footwear,65.46,545,35675.7,11236.22,0.315,Online,Footwear,False,2020,2020-01
West Gear,1189833,2020-01-19,Northeast,New York,Buffalo,Women's Apparel,26.05,844,21986.2,6708.89,0.3051,Outlet,Apparel,False,2020,2020-01
Amazon,1128302,2020-01-19,West,Nevada,Las Vegas,Men's Street Footwear,74.84,292,21853.28,6848.99,0.3134,Online,Footwear,False,2020,2020-01
West Gear,1189833,2020-01-19,South,Texas,Austin,Men's Street Footwear,55.52,204,11326.08,2795.68,0.2468,Online,Footwear,False,2020,2020-01
Sports Direct,1128299,2020-01-19,Southeast,Florida,Orlando,Women's Apparel,60.74,444,26968.56,12625.05,0.4681,In-store,Apparel,False,2020,2020-01
Sports Direct,1128299,2020-01-19,Northeast,Pennsylvania,Pittsburgh,Women's Street Footwear,84.21,209,17599.89,6011.05,0.3415,Online,Footwear,False,2020,2020-01
West Gear,1189833,2020-01-19,West,Colorado,Colorado Springs,Men's Athletic Footwear,80.49,534,42981.66,12116.07,0.2819,Online,Footwear,False,2020,2020-01
Sports Direct,1128299,2020-01-19,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,47.27,262,12384.74,2892.97,0.2336,Outlet,Footwear,False,2020,2020-01
Amazon,1128302,2020-01-19,South,Oklahoma,Oklahoma City,Men's Street Footwear,81.23,41,3330.43,1250.1,0.3754,In-store,Footwear,False,2020,2020-01
Walmart,1197831,2020-01-19,Southeast,Georgia,Savannah,Men's Athletic Footwear,52.18,288,15027.84,2546.2,0.1694,Outlet,Footwear,False,2020,2020-01
West Gear,1189833,2020-01-19,South,Louisiana,Baton Rouge,Men's Apparel,33.07,303,10020.21,4957.87,0.4948,In-store,Apparel,False,2020,2020-01
Walmart,1197831,2020-01-19,South,Tennessee,Nashville,Women's Street Footwear,64.33,188,12094.04,3499.25,0.2893,Online,Footwear,False,2020,2020-01
Walmart,1197831,2020-01-19,Northeast,New Jersey,Jersey City,Women's Street Footwear,76.36,616,47037.76,21391.58,0.4548,In-store,Footwear,False,2020,2020-01
West Gear,1189833,2020-01-19,Southeast,Virginia,Richmond,Women's Street Footwear,38.78,354,13728.12,2501.12,0.1822,Outlet,Footwear,False,2020,2020-01
Walmart,1197831,2020-01-19,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,65.84,652,42927.68,15989.35,0.3725,Online,Footwear,False,2020,2020-01
Amazon,1128302,2020-01-20,Southeast,North Carolina,Raleigh,Women's Athletic Footwear,103.34,417,43092.78,12366.3,0.287,Online,Footwear,False,2020,2020-01
West Gear,1189833,2020-01-20,Midwest,Illinois,Springfield,Men's Apparel,31.03,105,3258.15,645.52,0.1981,Outlet,Apparel,False,2020,2020-01
Sports Direct,1128299,2020-01-20,Midwest,Ohio,Cleveland,Men's Street Footwear,87.74,602,52819.48,22266.94,0.4216,In-store,Footwear,False,2020,2020-01
Foot Locker,1185732,2020-01-20,West,Colorado,Colorado Springs,Men's Street Footwear,86.93,756,65719.08,28782.25,0.438,In-store,Footwear,False,2020,2020-01
Foot Locker,1185732,2020-01-20,South,Louisiana,New Orleans,Men's Apparel,54.14,596,32267.44,15016.11,0.4654,Online,Apparel,False,2020,2020-01
West Gear,1189833,2020-01-20,South,Louisiana,Baton Rouge,Men's Street Footwear,51.63,260,13423.8,5286.48,0.3938,In-store,Footwear,False,2020,2020-01
Walmart,1197831,2020-01-20,Northeast,New York,Albany,Men's Street Footwear,95.91,175,16784.25,6964.25,0.4149,In-store,Footwear,False,2020,2020-01
Kohl's,1197834,2020-01-20,Midwest,Michigan,Detroit,Women's Apparel,48.24,330,15919.2,5244.86,0.3295,Outlet,Apparel,False,2020,2020-01
Walmart,1197831,2020-01-20,West,Nevada,Reno,Men's Athletic Footwear,101.18,264,26711.52,5806.78,0.2174,Online,Footwear,False,2020,2020-01
Kohl's,1197834,2020-01-20,Northeast,New Jersey,Newark,Women's Street Footwear,65.18,121,7886.78,2563.48,0.325,In-store,Footwear,False,2020,2020-01
Amazon,1128302,2020-01-20,Midwest,Michigan,Grand Rapids,Men's Street Footwear,42.34,170,7197.8,1766.28,0.2454,Outlet,Footwear,False,2020,2020-01
Amazon,1128302,2020-01-20,West,Colorado,Denver,Women's Street Footwear,65.27,497,32439.19,11745.46,0.3621,Online,Footwear,False,2020,2020-01
Amazon,1128302,2020-01-20,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,74.23,92,6829.16,2985.37,0.4372,In-store,Footwear,False,2020,2020-01
West Gear,1189833,2020-01-20,Southeast,Virginia,Virginia Beach,Women's Street Footwear,41.63,364,15153.32,2984.26,0.1969,Outlet,Footwear,False,2020,2020-01
Amazon,1128302,2020-01-20,South,Tennessee,Nashville,Men's Apparel,33.61,644,21644.84,8553.26,0.3952,In-store,Apparel,False,2020,2020-01
Foot Locker,1185732,2020-01-20,Northeast,Massachusetts,Worcester,Women's Street Footwear,52.31,778,40697.18,14303.97,0.3515,In-store,Footwear,False,2020,2020-01
Sports Direct,1128299,2020-01-20,West,Colorado,Colorado Springs,Men's Street Footwear,78.47,136,10671.92,4435.29,0.4156,In-store,Footwear,False,2020,2020-01
Amazon,1128302,2020-01-21,Southeast,Georgia,Savannah,Men's Apparel,47.24,311,14691.64,6625.4,0.451,In-store,Apparel,False,2020,2020-01
Foot Locker,1185732,2020-01-21,South,Oklahoma,Tulsa,Men's Athletic Footwear,58.85,689,40547.65,9712.85,0.2395,Outlet,Footwear,False,2020,2020-01
Amazon,1128302,2020-01-21,West,Colorado,Denver,Men's Street Footwear,47.39,293,13885.27,3329.42,0.2398,Outlet,Footwear,False,2020,2020-01
Amazon,1128302,2020-01-21,Northeast,Massachusetts,Worcester,Women's Street Footwear,85.67,38,3255.46,981.8,0.3016,In-store,Footwear,False,2020,2020-01
Amazon,1128302,2020-01-21,Midwest,Illinois,Chicago,Women's Street Footwear,46.88,206,9657.28,4005.29,0.4147,In-store,Footwear,False,2020,2020-01
Sports Direct,1128299,2020-01-21,Northeast,New York,Albany,Women's Street Footwear,94.5,544,51408.0,23407.56,0.4553,In-store,Footwear,False,2020,2020-01
Kohl's,1197834,2020-01-22,Midwest,Ohio,Columbus,Men's Street Footwear,61.75,84,5187.0,1898.51,0.366,Online,Footwear,False,2020,2020-01
Walmart,1197831,2020-01-22,Southeast,Florida,Orlando,Men's Apparel,41.34,648,26788.32,10202.42,0.3809,Online,Apparel,False,2020,2020-01
West Gear,1189833,2020-01-22,Midwest,Minnesota,Saint Paul,Women's Street Footwear,58.99,610,35983.9,8485.87,0.2358,Outlet,Footwear,False,2020,2020-01
Kohl's,1197834,2020-01-22,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,68.31,347,23703.57,4805.58,0.2027,Outlet,Footwear,False,2020,2020-01
Kohl's,1197834,2020-01-22,Midwest,Illinois,Springfield,Women's Apparel,28.06,63,1767.78,737.74,0.4173,In-store,Apparel,False,2020,2020-01
Walmart,1197831,2020-01-22,Southeast,Florida,Tampa,Men's Street Footwear,92.57,368,34065.76,13218.78,0.388,In-store,Footwear,False,2020,2020-01
Amazon,1128302,2020-01-22,Northeast,New Jersey,Jersey City,Men's Street Footwear,75.83,233,17668.39,5170.62,0.2926,Outlet,Footwear,False,2020,2020-01
Walmart,1197831,2020-01-22,West,California,San Francisco,Men's Apparel,37.2,819,30466.8,5875.68,0.1929,Outlet,Apparel,False,2020,2020-01
West Gear,1189833,2020-01-22,West,Colorado,Denver,Men's Athletic Footwear,61.14,184,11249.76,4967.82,0.4416,Online,Footwear,False,2020,2020-01
West Gear,1189833,2020-01-22,Southeast,Georgia,Savannah,Men's Street Footwear,89.41,614,54897.74,29663.24,0.5403,In-store,Footwear,False,2020,2020-01
Walmart,1197831,2020-01-22,Southeast,Florida,Tampa,Men's Apparel,51.4,582,29914.8,12805.25,0.4281,In-store,Apparel,False,2020,2020-01
Foot Locker,1185732,2020-01-22,Midwest,Illinois,Springfield,Men's Apparel,47.29,471,22273.59,9011.73,0.4046,In-store,Apparel,False,2020,2020-01
Kohl's,1197834,2020-01-22,Southeast,North Carolina,Raleigh,Women's Apparel,32.92,831,27356.52,13038.87,0.4766,In-store,Apparel,False,2020,2020-01
Walmart,1197831,2020-01-22,Southeast,Georgia,Atlanta,Women's Apparel,24.99,535,13369.65,6445.02,0.4821,In-store,Apparel,False,2020,2020-01
Walmart,1197831,2020-01-22,Midwest,Minnesota,Saint Paul,Women's Athletic Footwear,102.1,113,11537.3,5154.36,0.4468,In-store,Footwear,False,2020,2020-01
Sports Direct,1128299,2020-01-23,West,Colorado,Denver,Men's Street Footwear,67.34,632,42558.88,13001.57,0.3055,Online,Footwear,False,2020,2020-01
Sports Direct,1128299,2020-01-23,West,Colorado,Colorado Springs,Women's Athletic Footwear,78.58,307,24124.06,6838.13,0.2835,Online,Footwear,False,2020,2020-01
Kohl's,1197834,2020-01-23,South,Louisiana,Baton Rouge,Men's Street Footwear,58.84,808,47542.72,22168.48,0.4663,In-store,Footwear,False,2020,2020-01
Sports Direct,1128299,2020-01-23,Southeast,Virginia,Virginia Beach,Men's Athletic Footwear,69.89,79,5521.31,2151.86,0.3897,In-store,Footwear,False,2020,2020-01
Sports Direct,1128299,2020-01-23,South,Texas,Austin,Women's Athletic Footwear,55.96,775,43369.0,16388.01,0.3779,Online,Footwear,False,2020,2020-01
Walmart,1197831,2020-01-23,Northeast,New Jersey,Newark,Women's Street Footwear,54.28,347,18835.16,6970.12,0.3701,Online,Footwear,False,2020,2020-01
Sports Direct,1128299,2020-01-23,Northeast,Massachusetts,Boston,Men's Street Footwear,81.94,323,26466.62,10096.99,0.3815,In-store,Footwear,False,2020,2020-01
Sports Direct,1128299,2020-01-23,West,California,Los Angeles,Men's Apparel,39.42,433,17068.86,2572.97,0.1507,Outlet,Apparel,False,2020,2020-01
Sports Direct,1128299,2020-01-23,Southeast,North Carolina,Raleigh,Women's Apparel,53.61,723,38760.03,19752.0,0.5096,In-store,Apparel,False,2020,2020-01
Amazon,1128302,2020-01-23,South,Louisiana,Baton Rouge,Men's Street Footwear,56.38,591,33320.58,14140.02,0.4244,In-store,Footwear,False,2020,2020-01
Walmart,1197831,2020-01-23,Southeast,North Carolina,Charlotte,Women's Athletic Footwear,94.57,321,30356.97,15571.35,0.5129,In-store,Footwear,False,2020,2020-01
Foot Locker,1185732,2020-01-23,South,Tennessee,Nashville,Women's Street Footwear,57.39,175,10043.25,1714.47,0.1707,Outlet,Footwear,False,2020,2020-01
Kohl's,1197834,2020-01-23,Southeast,North Carolina,Raleigh,Women's Apparel,46.87,16,749.92,319.13,0.4256,In-store,Apparel,False,2020,2020-01
Sports Direct,1128299,2020-01-23,Northeast,New York,New York,Men's Apparel,61.2,350,21420.0,9188.89,0.429,In-store,Apparel,False,2020,2020-01
West Gear,1189833,2020-01-23,West,California,Los Angeles,Men's Apparel,29.63,105,3111.15,1438.5,0.4624,In-store,Apparel,False,2020,2020-01
West Gear,1189833,2020-01-23,West,Colorado,Colorado Springs,Men's Athletic Footwear,122.16,717,87588.72,39949.51,0.4561,In-store,Footwear,True,2020,2020-01
Foot Locker,1185732,2020-01-24,South,Texas,Austin,Women's Apparel,37.78,729,27541.62,3247.3,0.1179,Outlet,Apparel,False,2020,2020-01
Amazon,1128302,2020-01-24,West,Colorado,Denver,Women's Apparel,50.79,523,26563.17,13281.71,0.5,In-store,Apparel,False,2020,2020-01
Foot Locker,1185732,2020-01-24,South,Tennessee,Memphis,Men's Street Footwear,54.9,36,1976.4,689.83,0.349,Outlet,Footwear,False,2020,2020-01
Foot Locker,1185732,2020-01-24,West,Colorado,Denver,Men's Athletic Footwear,54.42,636,34611.12,8658.51,0.2502,Outlet,Footwear,False,2020,2020-01
Foot Locker,1185732,2020-01-24,Southeast,Virginia,Virginia Beach,Women's Street Footwear,48.5,702,34047.0,7547.28,0.2217,Online,Footwear,False,2020,2020-01
Amazon,1128302,2020-01-24,Northeast,Pennsylvania,Philadelphia,Men's Apparel,24.92,87,2168.04,1068.44,0.4928,In-store,Apparel,False,2020,2020-01
Sports Direct,1128299,2020-01-24,West,California,Los Angeles,Men's Apparel,63.67,772,49153.24,18557.16,0.3775,In-store,Apparel,False,2020,2020-01
Kohl's,1197834,2020-01-24,West,California,San Diego,Women's Athletic Footwear,87.41,41,3583.81,949.4,0.2649,Outlet,Footwear,False,2020,2020-01
Kohl's,1197834,2020-01-24,South,Oklahoma,Tulsa,Men's Street Footwear,83.22,673,56007.06,14507.11,0.259,Online,Footwear,False,2020,2020-01
Walmart,1197831,2020-01-24,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,48.81,781,38120.61,5097.06,0.1337,Outlet,Footwear,False,2020,2020-01
Kohl's,1197834,2020-01-24,South,Texas,Austin,Women's Athletic Footwear,46.49,646,30032.54,4565.38,0.152,Outlet,Footwear,False,2020,2020-01
West Gear,1189833,2020-01-24,Southeast,Virginia,Virginia Beach,Men's Athletic Footwear,97.9,282,27607.8,10340.23,0.3745,In-store,Footwear,False,2020,2020-01
Kohl's,1197834,2020-01-24,Northeast,New Jersey,Newark,Men's Street Footwear,73.76,259,19103.84,2996.45,0.1569,Outlet,Footwear,False,2020,2020-01
Walmart,1197831,2020-01-25,Northeast,New Jersey,Newark,Men's Athletic Footwear,106.99,696,74465.04,21295.51,0.286,Online,Footwear,False,2020,2020-01
